id,bid,user_id,微博正文
4512148900806223,J56303nJB,2803301701,【笑不出来！特朗普教堂前开心合影，第一夫人却一脸冷漠】2日，特朗普与夫人梅拉尼娅一同参观位于华盛顿特区的圣约翰·保罗二世国家神殿，在两人合影时特朗普笑容满面，第一夫人梅拉尼娅则一脸严肃。特朗普扭头对梅拉尼娅说了几句，似乎在提醒她微笑，梅拉尼娅接着便微微抬起嘴角，但很快又恢复面无表情的状态。讽刺的是，二人合影的同时，特区的示威者们正在怒吼抗议。L微丢的微博视频
4512148900806223,J56303nJB,2803301701,如果特朗普十一月还能当选总统....｜张维为LYouTube热门看世界的微博视频
4512148900806223,J56303nJB,2803301701,#美国新冠肺炎超182万例#美国医生终于怒了，公开指责特朗普—“我们只是花了45万弄些废物让总统看上去更体面！”L白羊悦心的微博视频
4512148900806223,J56303nJB,2803301701,路透和彭博都报道说：特朗普政府威胁中断中国飞往美国的所有客机，如果中方不允许美国客机飞往中国…美国交通部已经下达通知，只要特朗普批准，6月16日开始生效执行。
4512148900806223,J56303nJB,2803301701,【#纽约抗疫人员为抗议队伍加油#，示威者们鼓掌回应】当地时间3日，在纽约的几场较为和平的抗议示威活动中，有一幕引发网友热议，身穿防护服的抗疫医护人员在医院外为游行队伍鼓掌表达支持，示威者们则热烈回应。网友评论称，“#被特朗普否定的两个群体互相加油#。”L海客新闻的秒拍视频
4512148900806223,J56303nJB,2803301701,美国暴乱之际特朗普的老对手们也没闲着！L梁溪说事的微博视频
4512148900806223,J56303nJB,2803301701,【#美国警察暴力执法泛滥原因#：警察工会的“保护”】6月8日，美国跪压黑人致死的警察肖万即将出庭受审。据CNN报道，肖万此前有18项投诉，只有两项得到回应。“惩处从轻”并非特例：明尼阿波利斯2012年起共收到2600多起针对警察的投诉，仅有12起导致警员受到纪律处分。一桩桩案件背后，有一个无法忽视的身影：警察工会。L世面的秒拍视频
4512148900806223,J56303nJB,2803301701,焦点坊谈同样是下雨天里:#特朗普#vs普京#美国数以千计抗议者趴大桥致哀##美国暴乱#hLAmor蓝色妖姬的微博视频
4512148900806223,J56303nJB,2803301701,这两天新的民调不少。除了昨天那个摇摆三州（俄亥俄、亚利桑那、威斯康辛）外，今天又有两个，都是关键州。虽未关键州或摇摆州都是那些可能投任何一方的，而不是坚定的蓝州或红州。德州是个比较红的州，但是因为移民和都市人口增长快，拜登完全可能拿下。最新民调显示，川普和拜登两人目前不相上下，属于平手。另一个是北卡罗来纳州，这个州一向红，川普上次以高于希拉里3.5%票赢了该州，但也是因为都市的郊区的力量越来越大，拜登拿下的可能也不小。最新民调是拜登49%，川普45%。
4512148900806223,J56303nJB,2803301701,#奥巴马就美国暴乱发声#特朗普弱爆了，看奥巴马时任总统时白宫是怎么玩感恩节的L正如斯春的优酷视频
4512148900806223,J56303nJB,2803301701,【#英国首相喊话特朗普反对种族主义#】针对日前美国明尼苏达州白人警察暴力执法导致非裔男子弗洛伊德死亡，英国首相约翰逊3日表态支持民众和平抗议：“我要向特朗普总统、向美国人说，种族主义、种族主义暴力在我们的社会中没有立足之地。”L海客新闻的秒拍视频
4512148900806223,J56303nJB,2803301701,这两天新的民调不少。除了昨天那个摇摆三州（俄亥俄、亚利桑那、威斯康辛）外，今天又有两个，都是关键州。虽未关键州或摇摆州都是那些可能投任何一方的，而不是坚定的蓝州或红州。德州是个比较红的州，但是因为移民和都市人口增长快，拜登完全可能拿下。最新民调显示，川普和拜登两人目前不相上下，属于平手。另一个是北卡罗来纳州，这个州一向红，川普上次以高于希拉里3.5%票赢了该州，但也是因为都市的郊区的力量越来越大，拜登拿下的可能也不小。最新民调是拜登49%，川普45%。
4512148900806223,J56303nJB,2803301701,美国街头，特朗普口中最恶的狗#英国首相喊话特朗普反对种族主义#L随手扩的微博视频
4512148900806223,J56303nJB,2803301701,因言获罪！查水表现实版，公知又死了一地。L风闻社区的微博视频
4512148900806223,J56303nJB,2803301701,我在看：【视频|美国脱口秀再cue特朗普，崔娃：他造的词“逼死”我们三个设计师】#跟新浪看热点#L美国脱口秀再cue特朗普，崔娃：他造的词“逼死”我们三个设计师
4512148900806223,J56303nJB,2803301701,垄断和分拆是贝索斯最不愿意听到的词，马斯克又一次投特朗普所好。。马斯克为何突然要求分拆亚马逊？多次挑衅贝索斯@新浪财经O马斯克为何突然要求分拆亚马逊？多次挑衅贝索斯
4512148900806223,J56303nJB,2803301701,祖国反黑站中国#扫黑除恶#@深圳微博发布厅深圳市府委415两死一伤惨案发生在闹市你们不思过？公安消防失职渎职，给你们市府市委信访办访信不敢回，人民网新浪官微不敢回应，无视党纪国法，作为政府的代言办事机构，你们初心何在？特朗普的政府？@广东检察扫除深圳市府黑恶势力
4512148900806223,J56303nJB,2803301701,特朗普也太没谱了叭#美国新冠肺炎感染人数超185万##美国暴乱#
4512148900806223,J56303nJB,2803301701,//@自然的张侃:自找台阶下。
4512148900806223,J56303nJB,2803301701,【特朗普连任希望越渺茫，我们越要警惕美国“反华总动员”】#一勺思想#在疫情之后，中美关系越发趋于紧张，今天小勺子请来对外经济贸易大学经济系教授龚炯老师，为我们分析中美关系下一阶段的走势。龚老师认为，首先我们要警惕特朗普在连任希望渺茫的情况下，鼓动美国的反华势力，发起“反华总动员”。现在已经有迹象，特朗普竞选策略就是把锅甩给中国，制造中美对立，这个势头接下去可能愈演愈烈。但同时，龚老师也认为中美也并非就要走到当年美苏那样的地步，美国内部也已经有很多人对特朗普不满，虽然中美已经逐渐走远，但仍旧存在许多合作空间，美国也不会真的马上垮掉，我们也要做好准备迎接中美关系这种若即若离新局面。L观视频工作室的微博视频
4512148900806223,J56303nJB,2803301701,#美国白宫已禁止人员出入##华盛顿动员国民警卫队保护白宫##特朗普曾被短暂带到白宫地下掩体#美国白宫外今天继续修建铁网。L寰亚SYHP的微博视频
4512148900806223,J56303nJB,2803301701,特朗普还能笑得出？牵手老婆现身看似淡定，路过凌乱街道太尴尬了O网页链接
4512148900806223,J56303nJB,2803301701,今天，美国军方造反，特朗普的终极危险到来@QQ浏览器O今天，美国军方造反，特朗普的终极危险到来
4512148900806223,J56303nJB,2803301701,分享网易新闻《刚刚！普京曝惊人决定，轰动美全境，特朗普迎来历史性挫败！》O刚刚！普京曝惊人决定，轰动美全境，特朗普迎来历史性挫败！来自@网易新闻客户端#网易新闻#
