id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4498833326988088,IFt6AtjV6,1280626951,岛上有风,造谣全凭一张嘴，有些垃圾特别爱往女人身上泼脏水。小女孩被判给了父亲，生母在疫情期间探视不方便，孩子以前跟爷爷生活好好的，到了爸爸这里就被往死里打，伤成这样了，还要怪生母没看好孩子。有这瞎编的好文采，你怎么不去跟特朗普一决高下啊？#黑龙江于传龙曲婷婷虐打儿童#,,,,黑龙江于传龙曲婷婷虐打儿童,1094,575,8812,2020-04-28 23:48,专业版微博,"['http://ww2.sinaimg.cn/large/4c54d107gy1ge9wso4f5zj20ed02p0sq.jpg', 'http://ww2.sinaimg.cn/large/4c54d107gy1ge9wso4o44j20ep039q2x.jpg', 'http://ww3.sinaimg.cn/large/4c54d107gy1ge9wso4w6tj20kf0ab75i.jpg']",,
4498833184921354,IFt6mkEgG,2034558942,崔娃每日脱口秀,崔娃崔娃每日脱口秀#崔娃脱口秀##海外综艺安利##纽约市长再度喊话特朗普##美国疫情#大V粉丝红包节4.28崔娃居家隔离秀，连线亚特兰大市长KeishaLanceBottoms，英文字幕。🐼随着佐治亚州准备全面复工，Keisha非常忧心，并尽力呼吁延迟复工。但是作为市长，如何在州权与市权之间斡旋，在民生与疫情控制之间调节，真的好难。🐼崔娃节目时间拉长，每天学习英语的时间也被迫拉长，真是痛并快乐着哈哈哈哈哈LTrevorNoahChina的微博视频,,,,"崔娃脱口秀,海外综艺安利,纽约市长再度喊话特朗普,美国疫情",1,0,0,2020-04-28 23:47,米国专用版Android,,"http://f.video.weibocdn.com/003OLLWmgx07CRkS4F5K01041201gl3K0E010.mp4?label=mp4_ld&template=644x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1592305436&ssig=bBtk2SWeoV&KID=unistore,video",
4498833037355104,IFt67uRoI,1264827712,梁濮承,特朗普刚“示好”，就被俄罗斯当头泼凉水！>>O网页链接特朗普刚“示好”，就被俄罗斯当头泼凉水！,,,,,0,0,0,2020-04-28 23:47,微视APP,['http://ww1.sinaimg.cn/large/4b63bd40ly1ge9wy67cmgj20u01hcadp.jpg'],,
4498832979090364,IFt61C8OM,2529171747,伟大的海2013,权威期刊《柳叶刀》发文：特朗普停止资助世卫组织是反人类罪行！O权威期刊《柳叶刀》发文：特朗普停止资助世卫组织是反人类罪行！,,,,,0,0,0,2020-04-28 23:47,荣耀8 美得与众不同,['http://ww4.sinaimg.cn/large/96c01923ly1ge9wxmt3cmj20go0gojv1.jpg'],,
4498832911499265,IFt5V6i1H,2019035863,聚散两依依--,真希望科学家们能实事求是的给出新冠源头，哪怕结论就是中国！《英媒报道：中美科学家联手追查新冠起源》参考消息网4月28日报道英媒称，尽管特朗普政府批评中国未能与外界合作以遏制新冠肺炎，但美国科学家正在与中国合作调查新冠病毒的来源。O网页链接,,,,,0,1,2,2020-04-28 23:46,Android,['http://ww4.sinaimg.cn/large/78580ad7ly1ge9wvuzr0rj208o05s74g.jpg'],,
4498832890699062,IFt5T2VRc,6750556106,怎么肥四20609,看了皮特模仿福奇博士憝特朗普，风趣，最后结尾的时候用自己的声音感谢福奇博士，和抗战一线的医务人员。温柔，大爱，理智。看到最下方他的照片，居家，内敛，踏实的胸膛可以让你依靠。对，说的就是娃他爸!孩子都挺好，就是不知道老公，你现在好不好，请一定要好。,,,,,0,0,1,2020-04-28 23:46,三星A9 Star Lite,['http://ww1.sinaimg.cn/large/007mQE1cgy1ge9wt34w6qj30ci0f8gm8.jpg'],,
4498832723647047,IFt5CfiLl,5495237404,岩石上的雄鹰,"特朗普称正在调查疫情蔓延经过批评中国初期应对,赞美国应对完美【共同社华盛顿4月28日电】美国总统特朗普在27日的记者会上称，“正在认真调查”新型冠状病毒疫情从中国蔓延至全球的经过。他还认为中国在疫情初期的应对工作存在问题，批评称“我们对中国感到不满”。　　特朗普指出：“（新冠）本来应该能在源头被封堵，不会扩散至全球。”他或许把中国在信息公开方面的消极态度视为问题。　　特朗普还强调他不认为中国公布的感染者人数和死亡人数是准确的。但他仅表示“有很多办法”让中国负起责任，调查结果“将在适当的时候公布”。　　美国怀疑新冠病毒的源头是中国湖北省武汉市的研究所，正在对此展开调查。（完）",,,,,0,0,0,2020-04-28 23:46,360安全浏览器,,,
4498832702581557,IFt5AaPA1,2958757422,霄祎天,"我分享了【特朗普准备发灾难财?意大利、德国开棺验尸后,得出一个意外的结果】,快来看吧！|O网页链接",,,,,0,0,0,2020-04-28 23:46,小米浏览器,['http://ww3.sinaimg.cn/large/b05b0e2ely1ge9wwnrcvgj20u01hhgsw.jpg'],,
4498832631095636,IFt5t4B1y,1738597333,博闻视点,记者质问特朗普：短短6周死亡人数超过越战，还能理所当然连任？L记者质问特朗普：短短6周死亡人数超过越战，还能理所当然连任？,,,,,0,3,6,2020-04-28 23:45,微博 weibo.com,,http://api.ivideo.sina.com.cn/public/video/play/url?appname=weibocard&appver=0.1&applt=web&tags=weibocard&direct=1&vid=33379558901,
4498832505647609,IFt5gnHct,2034558942,崔娃每日脱口秀,崔娃崔娃每日脱口秀精选#崔娃脱口秀#大V粉丝红包节威虎堂#重启2020的正确打开方式##海外综艺安利##美国疫情##纽约市长再度喊话特朗普##比尔盖茨谈中国负责论#🐼崔娃中国成名作，《中美5G竞赛》英文字幕。🐼5G竞赛美国眼瞅着要输了怎么办？第一，川普下令限制进口，制裁华为；第二，国内运营商配合表演“假装有5G”。LTrevorNoahChina的微博视频,,,,"崔娃脱口秀,重启2020的正确打开方式,海外综艺安利,美国疫情,纽约市长再度喊话特朗普,比尔盖茨谈中国负责论",1,0,1,2020-04-28 23:45,米国专用版Android,,"http://f.video.weibocdn.com/002Hjerkgx07CBnwSN9501041200Kxnk0E010.mp4?label=mp4_ld&template=644x360.25.0&trans_finger=bdef57f06ae52835a2c783ca389e8517&Expires=1592305436&ssig=ohP8Iqqrfq&KID=unistore,video",
4498832341448528,IFt5064Pm,1264827712,梁濮承,国外网友恶搞，特朗普消毒液治新冠学说>>O网页链接国外网友恶搞，特朗普消毒液治新冠学说,,,,,0,0,0,2020-04-28 23:44,微视APP,['http://ww1.sinaimg.cn/large/4b63bd40ly1ge9wvam9jaj20u01gi42c.jpg'],,
4498831981366086,IFt4q5JnE,3214980455,pink萌女女,#特朗普预计美疫情死亡人数将低于预期#我怎么觉得美国人很愚昧，选这么个总统。,,,,特朗普预计美疫情死亡人数将低于预期,0,0,0,2020-04-28 23:43,微博 weibo.com,,,
4498831976747473,IFt4psjkd,1653182147,伯乐1760,美众议院对特朗普政府启动调查！@QQ浏览器O网页链接,,,QQ浏览器,,0,0,0,2020-04-28 23:43,HUAWEI Mate30 Pro 5G,['http://ww2.sinaimg.cn/large/62898ec3gy1ge9wts7huxj20go0gowgt.jpg'],,
4498831963918682,IFt4ogrqy,2055365961,随笔南洋网,【O美国出现第一起喝消毒剂死亡病例特朗普说不负责!】美国出现第一起喝消毒剂死亡的案例。因为听信特朗普的话，一对退休夫妇服用了家里的鱼缸消毒清洁剂，导致丈夫不治身亡，妻子仍在ICU抢救。就此番特朗普的“嘲讽”及媒体的报道，你认为谁应该为误服消毒剂事件负责呢？#全球疫情##美国疫情#,,新加坡,,"全球疫情,美国疫情",1,1,0,2020-04-28 23:43,三星android智能手机,"['http://ww3.sinaimg.cn/large/7a826549gy1ge9wo09e6bj20hm0ext9x.jpg', 'http://ww3.sinaimg.cn/large/7a826549gy1ge9wo0snv9j20g70kn0t7.jpg', 'http://ww1.sinaimg.cn/large/7a826549gy1ge9wo1mb5dj20o70c2dre.jpg', 'http://ww3.sinaimg.cn/large/7a826549gy1ge9wo25gjxj20hj0c8jrs.jpg', 'http://ww1.sinaimg.cn/large/7a826549gy1ge9wo31patj20u00jrqju.jpg', 'http://ww3.sinaimg.cn/large/7a826549gy1ge9wo3o5q0j20u00frgpd.jpg']",,
4498831842296751,IFt4c9Dun,1739932687,比黑夜还黑,的确如此，美国第一！确诊超101万死超5.6万，特朗普：我们比世界任何国家做得更好虽然美国确诊就已经超过101万，确诊数占全球三分之一，特朗普周二仍夸耀了美国的抗疫能力。他28日发推称，“我们比世界上任何其他国家都做得更多，做得更好。”此前，特朗普政府一名高级卫生官员周一说，美国下个月将轻松地进行800万次检测，特朗普随后于第二天跟进继续夸耀。28日，特朗普发推称，“我们比世界上任何其他国家都做得更多，做得更好，但媒体除了抱怨什么也不做。不管我们工作做得多么好，就像使用呼吸机一...O网页链接,,,,,0,0,0,2020-04-28 23:42,小米9 透明尊享版,['http://ww2.sinaimg.cn/large/67b5440fly1ge9wsw8t2dj205c040wfb.jpg'],,
4498831813623575,IFt49fcEL,2858638262,狗熊扮英雄,《東網》東方日報龍吟虎嘯-柳扶風評論員美總統成了賣藥佬04月28日(二)執筆本文時，美國新冠肺炎確診人數超過九十萬，死亡人數逾五萬。面對特朗普領導抗疫取得如此「偉大的成績」——不，應該說是巨大的災難，特朗普還是支起他那張破嘴繼續胡說八道，一忽兒狂吠中國，一忽兒狂吠世衞，一忽兒狂吠競選政敵，一忽兒狂吠各州州長，一忽兒胡亂估疫情死亡人數，一忽兒狂促開工，一忽兒又扮晒醫藥專家，甚麼「紅斑狼瘡藥療法」、「瘧疾藥療法」、「注射消毒劑療法」、「光熱療法」，層出不窮。一時間老美總統成了世界上最大的賣藥佬，「雷」倒全美醫護界，讓人再次想起特朗普剛當選總統時，全美二十七位權威的精神病專家刊登廣告，告知全世界美國產生了有精神健康問題的總統，大家要特別小心也。果然，特朗普的瘋狂表現在一切內政外交事務上，表現在一切他喜歡的和憎惡的事務上，表現在一切他的真假朋友和真假對手上；其主要表現就是信口開河，貓一陣、狗一陣的胡說八道，只是許多人都估不到，特朗普的興奮點竟是在推銷五花八門的藥療上。美國的醫藥不是有最嚴格的監管嗎？沒有專業資格和執照者不是不可以亂開處方嗎？然而，對一位不太正常的假扮醫務者卻可以例外，他可以亂開處方，信不信由你。對於總統大人亂開的處方，據報道，不少美國人是很信的，相關藥品一時間很是搶手。當然，他們也為特朗普信口開河的不負責任以及自己的信之不疑的愚蠢付出了代價——不少人延誤了治療，不知在五萬多名病死者中，如此不幸者佔了多少？他們的家人是否可以向特朗普提出訴訟、要求賠償？當然，老美大概是沒有這樣的法律的，盲信者只能自認倒楣也。老美最叻的是把自家的法律強加在他國他人身上，而對自家總統的對內對外濫權、胡作非為視若無睹，且相信這樣的總統才能讓「美國偉大」、「美國優先」。美國人的愚蠢、無知、自以為是，造就了一位戕害他們生命安全和健康的總統，遂使老美的「制度最優」成了笑話和禍根。,,澳门特区·澳门历史城区,,,0,0,1,2020-04-28 23:42,HUAWEI P30 Pro,,,
4498831629030962,IFt3QBTmG,3547797954,Amor蓝色妖姬,"焦点坊谈【佩洛西：特朗普“注射消毒剂”论医学用语叫“尸体防腐”】26日，美国众议院议长南希·佩洛西在接受媒体采访中称，美国要做好准备才能开放国家。而特朗普的""注射消毒剂""论，在医学用语里叫""尸体防腐""。#跟新浪看热点#LAmor蓝色妖姬的微博视频",,,,跟新浪看热点,0,0,4,2020-04-28 23:41,焦点坊谈超话,,"http://f.video.weibocdn.com/dNsJn2G6lx07CRkIZJL2010412001wXM0E010.mp4?label=mp4_ld&template=360x636.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1592305448&ssig=4KZsDQ7uS7&KID=unistore,video",
4498831531777376,IFt3H7snm,1763351504,欧洲时报,【金正恩“消失”或为躲避疫情】据路透社4月28日报道，周二28日韩国统一部长官金炼铁在国会外交统一委员会全会中表示，自掌权以来，金正恩史无前例地缺席他的祖父，朝鲜开国领袖金日成4月15日的诞辰纪念活动，可能是为了躲避疫情。金炼铁强调，“尚未发现朝鲜内部有任何异常动向；对于外界有关他健康危机的报道，应该持谨慎态度”。金炼铁指出，今年1月中以来，金正恩至少已有2次近20天没有在公众视野中出现。疫情当下，朝鲜很多纪念活动被取消；尽管朝鲜新冠病毒确诊人数为零，但是国家还是采取了严格的防疫措施，比如，关闭边境以及取消诸多活动。如此一来，金正恩避公众躲瘟疫不足为奇。27日美国智库方面有消息透露，金正恩完全有可能藏起来躲避疫情。对于金正恩目前的身体状态，27日特朗普在记者会表示，知情但拒透细节。此外，特朗普还向金送“好运”，对媒体说“不久的将来”获得金的消息。#近距离看全球#L欧洲时报的微博视频,,,,近距离看全球,60,212,1712,2020-04-28 23:41,微博视频,,"http://f.video.weibocdn.com/HLI5FreKlx07CRkHhzRe010412007RHJ0E010.mp4?label=mp4_ld&template=426x240.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1592305448&ssig=Kmmp65g0qA&KID=unistore,video",
