英雄联盟：LPL夏季赛数据——JKL三项数据第一，Weiwei获KDA之王,2020-06-29 16:02:42,['这么看老ig也太强了吧', '18-19ig三叉戟屠榜']
英雄联盟：韩网热议本周LPL——IG恢复状态，又能把T1打成1557了,2020-06-28 17:05:37,['Ig离他最厉害的时候可差太多了，锤子的恢复状态', 'IG把puff再换回VG拿回IBOY可以赌一手', 'ig下路就别做指望了', '好像出来一个很牛逼的国产ADC。', '又可以1557了']
英雄联盟：LCS第三周总结——C9六战全胜领跑，Blaber当选周最佳,2020-06-29 16:20:30,[]
英雄联盟深度解读 只看比赛做平衡？拳头近年的平衡问题,2020-06-29 18:21:49,['现在完全就是打野的版本，双方打野的强弱差别，基本决定了整局游戏的胜负。\r野区资源太过重要，导致很多时候现在放弃优势都要去帮打野，比赛中甚至还有整队人去帮打野的。\r这样真的不好，锁死了打野的选择范围，必须抢强势食肉型。男枪、千珏、豹女、奥拉夫、艾克、巨魔、皇子，能用的就这么几个。食草型？别逗了，天然崩！选出来就等着背锅！', 's10之初还加强刺客装备，削弱双人路经验']
英雄联盟：LPL今日积分榜——TES五胜稳居第一，V5、RNG紧随其后,2020-06-24 22:06:00,['预测明天v5和fpx赢', 'V5永远的神']
英雄联盟：全球夏季赛统计，四大赛区中，有三支战队是全胜战绩,2020-06-29 19:29:50,['c9终于不再是老二了', '当年EDG全胜去世界赛第一场就被外卡锤爆', '世界赛，种子队基本都夭折', 'dfm没了，yqj']
英雄联盟为什么不合区？网友提出疑问后被反驳，小马哥绝不亏本,2020-06-30 00:07:34,['游戏而已，看看得了。里面环境这么差。到处虐菜，戒网瘾的。。高端局就是演。怎么玩？']
